year,julian-day,standard-time,leaftemp,logger.id,Tair_C
2023,220,14,57.22,1,38.68621
2023,220,15,56.34,1,40.26011
2023,220,16,53.85,1,39.99552
2023,220,17,52.02,1,39.90081
2023,220,18,47.32,1,39.44862
2023,220,19,43.05,1,38.18058
2023,220,20,38.64,1,37.62791
2023,220,21,36.2,1,33.16759
2023,220,22,33.81,1,32.07756
2023,220,23,32.4,1,30.91452
2023,221,0,31.3,1,31.06817
2023,221,1,30.64,1,30.91678
2023,221,2,30.64,1,31.13143
2023,221,3,30.67,1,30.57785
2023,221,4,30.43,1,30.40161
2023,221,5,30.16,1,30.11239
2023,221,6,29.52,1,29.89096
2023,221,7,29.89,1,30.83995
2023,221,8,35.16,1,32.92019
2023,221,9,42.65,1,33.86305
2023,221,10,48.86,1,35.32807
2023,221,11,53.06,1,35.90134
2023,221,12,53.99,1,37.15403
2023,221,13,56.42,1,38.19914
2023,221,14,57.55,1,38.31797
2023,221,15,56.5,1,39.92324
2023,221,16,53.49,1,39.52396
2023,221,17,52.43,1,39.91562
2023,221,18,48.14,1,39.59805
2023,221,19,43.4,1,38.22241
2023,221,20,38.55,1,37.51249
2023,221,21,35.63,1,37.08025
2023,221,22,34.65,1,37.02377
2023,221,23,34.73,1,36.52771
2023,222,0,34.27,1,35.95569
2023,222,1,33.59,1,35.64809
2023,222,2,33.51,1,35.21985
2023,222,3,33.4,1,33.86655
2023,222,4,32.4,1,33.02892
2023,222,5,31.69,1,31.80928
2023,222,6,30.46,1,30.46262
2023,222,7,30.36,1,31.21277
2023,222,8,34.85,1,31.91491
2023,222,9,41.52,1,32.94185
2023,222,10,44.87,1,33.92282
2023,222,11,48.99,1,34.49435
2023,222,12,52.23,1,35.84628
2023,222,13,53.77,1,36.75212
2023,222,14,57.22,1,38.09398
2023,222,15,56.66,1,38.67694
2023,222,16,53.92,1,38.64302
2023,222,17,52.71,1,39.10179
2023,222,18,49.05,1,38.91976
2023,222,19,44.76,1,38.05074
2023,222,20,39.17,1,37.00354
2023,222,21,35.08,1,36.70008
2023,222,22,34.81,1,34.94967
2023,222,23,34.15,1,33.75139
2023,223,0,32.66,1,33.04178
2023,223,1,31.69,1,32.15496
2023,223,2,30.95,1,31.49747
2023,223,3,30.02,1,30.38128
2023,223,4,29.05,1,29.88192
2023,223,5,28.27,1,29.00524
2023,223,6,27.4,1,28.92389
2023,223,7,26.84,1,28.31157
2023,223,8,30.91,1,31.23763
2023,223,9,36.24,1,32.36659
2023,223,10,43.71,1,32.80352
2023,223,11,48.38,1,34.27147
2023,223,12,51.82,1,36.26048
2023,223,13,54.58,1,36.51117
2023,223,14,55.11,1,37.50959
2023,223,15,54.07,1,37.80083
2023,223,16,52.29,1,37.34837
2023,223,17,48.8,1,37.0053
2023,223,18,41.57,1,37.76853
2023,223,19,41.52,1,36.6199
2023,223,20,37.52,1,35.98724
2023,223,21,34.61,1,35.28667
2023,223,22,33.43,1,34.95618
2023,223,23,32.88,1,34.02826
2023,224,0,32.08,1,33.2882
2023,224,1,31.4,1,32.39223
2023,224,2,31.16,1,31.85447
2023,224,3,30.46,1,31.82736
2023,224,4,30.05,1,31.27152
2023,224,5,29.25,1,30.51685
2023,224,6,28.14,1,29.15888
2023,224,7,27.15,1,29.90452
2023,224,8,30.91,1,30.65919
2023,224,9,38.99,1,31.4414
2023,224,10,46.23,1,33.76725
2023,224,11,51.28,1,34.55236
2023,224,12,54.14,1,35.70152
2023,224,13,56.11,1,36.54694
2023,224,14,56.42,1,37.29082
2023,224,15,55.11,1,38.41238
2023,224,16,53.06,1,39.11832
2023,224,17,51.75,1,38.53286
2023,224,18,48.32,1,38.30523
2023,224,19,43.4,1,36.89429
2023,224,20,37.06,1,35.26097
2023,224,21,32.51,1,33.19658
2023,224,22,30.84,1,33.86543
2023,224,23,31.97,1,33.55814
2023,225,0,31.94,1,31.86111
2023,225,1,30.98,1,30.94841
2023,225,2,29.92,1,30.39709
2023,225,3,28.62,1,29.26282
2023,225,4,27.25,1,28.50589
2023,225,5,26.44,1,26.82141
2023,225,6,25.34,1,27.83575
2023,225,7,26.19,1,30.11541
2023,225,8,32.88,1,31.81383
2023,225,9,41.38,1,32.53611
2023,225,10,48.2,1,34.68299
2023,225,11,52.99,1,35.63944
2023,225,12,55.33,1,37.40498
2023,225,13,57.8,1,38.32418
2023,225,14,57.97,1,39.82837
2023,225,15,56.42,1,39.99121
2023,225,16,53.49,1,39.28911
2023,225,17,46.68,1,38.03292
2023,225,18,42.6,1,39.16882
2023,225,19,41.96,1,36.63678
2023,225,20,37.78,1,35.28853
2023,225,21,33.85,1,34.47619
2023,225,22,31.9,1,33.28247
2023,225,23,30.22,1,32.01715
2023,226,0,28.69,1,30.91
2023,226,1,27.82,1,29.75088
2023,226,2,27.06,1,29.2696
2023,226,3,27.03,1,29.66049
2023,226,4,27.15,1,30.26604
2023,226,5,27.91,1,29.3645
2023,226,6,27.47,1,29.26508
2023,226,7,28.23,1,28.92164
2023,226,8,31.47,1,30.4355
2023,226,9,35.68,1,32.15047
2023,226,10,39.85,1,33.59219
2023,226,11,48.26,1,35.79115
2023,226,12,47.49,1,35.73768
2023,226,13,47.26,1,36.2089
2023,226,14,47.49,1,36.93184
2023,226,15,47.67,1,37.64296
2023,226,16,48.5,1,37.69699
2023,226,17,47.49,1,38.4945
2023,226,18,45.08,1,37.74137
2023,226,19,40.91,1,36.62786
2023,226,20,36.28,1,35.49529
2023,226,21,33.21,1,34.76839
2023,226,22,31.97,1,33.28571
2023,226,23,30.36,1,32.44646
2023,227,0,30.98,1,33.63044
2023,227,1,31.94,1,33.6288
2023,227,2,31.9,1,33.54017
2023,227,3,31.9,1,31.7991
2023,227,4,31.12,1,30.85351
2023,227,5,30.12,1,30.56656
2023,227,6,29.22,1,30.12143
2023,227,7,28.89,1,31.37997
2023,227,8,33.21,1,33.88802
2023,227,9,41.77,1,34.78931
2023,227,10,46.23,1,36.39594
2023,227,11,51.75,1,37.43637
2023,227,12,51.82,1,38.76173
2023,227,13,56.34,1,39.11913
2023,227,14,56.98,1,39.29531
2023,227,15,53.13,1,40.6894
2023,227,16,51.82,1,40.12732
2023,227,17,50.89,1,39.61641
2023,227,18,43.66,1,39.1954
2023,227,19,40.67,1,38.06327
2023,227,20,38.16,1,37.51635
2023,227,21,36.04,1,33.67949
2023,227,22,31.05,1,32.7289
2023,227,23,31.79,1,32.99328
2023,228,0,29.58,1,32.40127
2023,228,1,30.05,1,31.981
2023,228,2,30.67,1,31.37546
2023,228,3,30.53,1,30.64338
2023,228,4,29.68,1,28.87644
2023,228,5,28.49,1,28.70924
2023,228,6,27.88,1,27.7015
2023,228,7,28.04,1,29.63338
2023,228,8,33.73,1,32.57074
2023,228,9,41.67,1,36.11828
2023,228,10,48.14,1,37.5069
2023,228,11,53.35,1,38.37385
2023,228,12,53.7,1,39.59611
2023,228,13,56.98,1,40.49612
2023,228,14,58.64,1,41.19983
2023,228,15,57.31,1,41.55179
2023,228,16,55.95,1,42.26104
2023,228,17,55.03,1,41.67952
2023,228,18,46.74,1,38.98586
2023,228,19,40.67,1,38.7374
2023,228,20,37.44,1,35.37523
2023,228,21,34.88,1,34.89733
2023,228,22,33.66,1,35.02189
2023,228,23,32.73,1,34.36467
2023,229,0,32.3,1,33.2199
