year,julian-day,standard-time,solar,rain,wind,T-air,T-soil,D-MD,GW,E-MD,P-PD,P-MD,K-plant,leaftemp
2023,201,0,0.0,6.82,0.5,35.318,34.129999999999995,4.243358099036221,,,,,,
2023,201,1,0.0,0.25,0.0,31.873,32.68000000000001,3.360783097017035,,,,,,
2023,201,2,0.0,0.5,0.0,31.0775,31.31,3.079170629205803,,,,,,
2023,201,3,0.0,0.25,0.0,30.0415,30.04000000000002,2.831884966584681,,,0.514,,,
2023,201,4,0.0,0.5,0.0,29.3525,28.910000000000025,2.676825191649552,,,0.514,,,
2023,201,5,5.470459518599562,0.25,0.0,30.22,27.950000000000045,2.83523042816431,,,0.514,,,
2023,201,6,62.08971553610503,6.82,0.505,33.249,27.29000000000002,3.509103889730767,,,,,,
2023,201,7,146.60831509846827,0.25,1.01,35.531,27.69,4.148636929801517,272.0,8.708,,,259.263828,
2023,201,8,233.04157549234137,0.5,0.5,37.701,29.28000000000003,4.870089769005471,272.0,8.708,,,259.263828,
2023,201,9,304.4310722100656,0.5,1.01,38.065,31.210000000000036,5.000314999220267,272.0,8.708,,,259.263828,
2023,201,10,359.6827133479212,0.25,1.76,39.2355,33.34000000000003,5.573696681503407,,,,,,
2023,201,11,395.24070021881835,0.5,2.52,40.938,35.620000000000005,6.242741963566639,,,,,,
2023,201,12,402.07877461706784,6.82,2.265,42.1345,37.83000000000004,6.798119284445149,,,,2.398,,
2023,201,13,379.1028446389497,0.25,3.02,42.565,39.85000000000002,7.13082677050452,,,,,,
2023,201,14,335.33916849015316,0.5,3.27,43.1075,41.64000000000004,7.492363119584358,,,,,,
2023,201,15,270.7877461706783,0.5,3.52,43.9835,43.03000000000003,7.795879648330832,148.0,9.166,,,270.68733,
2023,201,16,192.83369803063457,0.25,3.27,43.951,43.93000000000001,7.755501303501544,148.0,9.166,,,270.68733,
2023,201,17,112.417943107221,0.25,3.27,43.088,44.30000000000001,7.4282763149844975,148.0,9.166,,,270.68733,
2023,201,18,39.66083150984682,6.82,3.02,42.2675,44.110000000000014,7.120399788799315,,,,,,
2023,201,19,3.008752735229759,0.25,2.265,40.7755,43.400000000000034,6.531560070338417,,,,,,
2023,201,20,0.0,0.25,1.51,40.272,41.5,6.291756774543781,,,,,,
2023,201,21,0.0,0.5,1.76,38.7985,39.30000000000001,5.852814834547148,,,,,,
2023,201,22,0.0,0.25,1.51,37.645,37.34000000000003,5.479714455329248,,,,,,
2023,201,23,0.0,0.25,2.265,37.4805,35.47000000000003,5.434223597919782,,,,,,
2023,202,0,0.0,6.57,2.52,36.621,33.74000000000001,5.191746460504003,,,,,,
2023,202,1,0.0,0.25,1.26,33.9005,32.200000000000045,4.298295698742103,,,,,,
2023,202,2,0.0,0.5,1.26,33.196,30.75,4.076298473809373,,,,,,
2023,202,3,0.0,0.25,0.755,30.634,29.420000000000016,3.4028437491026993,,,0.721,,,
2023,202,4,0.0,0.25,0.25,29.9425,28.24000000000001,3.0739354971563437,,,0.721,,,
